FID,MASK,X,Y,landcover,geology,flowaccum,winter_rad
1226,0,754945.757,3850749.285,3,2,2,1
1227,0,749501.3138,3844199.411,3,3,1,2
1228,0,748392.7107,3854808.351,3,2,1,2
1229,0,745352.6092,3855148.354,1,1,1,3
1230,0,750235.3239,3847674.842,1,4,2,3
1231,0,754876.8166,3849454.459,1,2,1,3
1232,0,727581.6308,3841772.483,8,5,1,3
1233,0,753466.7686,3849898.756,1,2,1,2
1234,0,726639.8489,3846392.067,8,3,1,3
1235,0,733859.7166,3854336.794,10,1,1,2
1236,0,753097.927,3845644.835,3,1,1,1
1237,0,736428.9123,3849213.567,14,4,1,2
1238,0,728876.789,3855464.283,1,5,1,3
1239,0,744463.8687,3850202.227,10,1,1,3
1240,0,727955.2345,3855237.298,4,5,1,2
1241,0,755242.8409,3844254.311,3,3,1,1
1242,0,736457.8993,3844396.04,0,2,3,2
1243,0,750842.2083,3839666.875,3,3,2,1
1244,0,726563.0943,3854532.259,8,5,1,3
1245,0,755937.0648,3845983.049,0,1,1,2
1246,0,752731.5512,3852538.213,1,3,1,2
1247,0,737425.0079,3850408.174,1,1,1,3
1248,0,747869.7938,3855067.177,3,2,1,1
1249,0,749338.5904,3839933.287,4,3,3,2
1250,0,747210.3372,3840009.632,4,2,1,1
1251,0,738118.0351,3848396.086,1,1,1,2
1252,0,754212.8097,3845239.74,4,2,1,1
1253,0,751470.0673,3850295.911,14,2,2,3
1254,0,729169.7342,3840328.189,11,5,1,3
1255,0,749673.306,3847891.337,11,1,1,2
1256,0,748778.3853,3848928.047,1,1,1,3
1257,0,731668.7631,3850964.087,5,4,2,2
1258,0,736306.6709,3855058.482,5,2,1,3
1259,0,745443.5889,3850912.225,1,1,1,2
1260,0,737233.7027,3848560.164,1,1,1,2
1261,0,753751.2144,3855854.797,3,2,1,2
1262,0,738457.9959,3840284.082,4,4,1,3
1263,0,727746.0448,3843545.238,8,5,2,2
1264,0,727968.1894,3852479.5,4,2,2,3
1265,0,754252.0052,3856189.345,1,3,1,3
1266,0,734364.6235,3854866.03,5,1,2,3
1267,0,726173.077,3849099.482,11,5,1,2
1268,0,740056.653,3844249.971,4,2,1,3
1269,0,729919.3812,3849598.483,4,3,1,2
1270,0,732608.2729,3845775.465,0,3,1,3
1271,0,741850.3927,3845710.486,4,2,3,2
1272,0,726282.3172,3841276.178,8,5,1,3
1273,0,747608.8401,3856109.732,4,2,1,1
1274,0,740270.0348,3840078.131,1,5,1,2
1275,0,730304.1986,3845730.231,10,4,3,2
1276,0,750980.1517,3852853.766,1,2,1,3
1277,0,745687.3917,3851055.287,14,1,1,3
1278,0,728423.4568,3843954.622,8,5,2,2
1279,0,746486.7657,3839566.567,4,2,1,2
1280,0,743179.713,3842592.391,4,2,1,3
1281,0,744694.653,3842275.752,4,3,2,1
1282,0,728898.6887,3851035.657,4,4,1,2
1283,0,726876.122,3848837.632,5,5,1,2
1284,0,751666.7448,3852624.906,4,3,1,3
1285,0,725965.3789,3846754.054,1,5,1,3
1286,0,753444.6054,3855109.95,1,2,2,2
1287,0,742607.1957,3843975.661,1,2,2,3
1288,0,744456.9812,3852342.704,1,1,1,3
1289,0,734184.9776,3854131.553,10,1,1,2
1290,0,751500.065,3849714.276,3,1,2,3
1291,0,735240.5453,3841107.422,4,4,1,3
1292,0,755752.1684,3853859.711,1,3,1,3
1293,0,740568.3875,3847067.967,10,1,1,2
1294,0,730123.5358,3849586.547,4,3,1,1
1295,0,754449.8493,3845893.625,1,4,2,2
1296,0,731744.8299,3839454.536,5,4,1,3
1297,0,729971.9386,3843464.299,0,5,1,3
1298,0,727208.0083,3846529.872,4,3,1,3
1299,0,740121.5981,3854212.137,4,2,1,3
1300,0,754792.5593,3850798.861,3,2,2,1
1301,0,733952.4253,3855606.345,1,2,1,3
1302,0,730643.1183,3839610.829,10,5,2,3
1303,0,744598.9301,3839723.402,10,1,1,3
1304,0,750229.898,3855183.182,4,2,3,2
1305,0,747998.7714,3853680.808,1,2,1,3
1306,0,728748.3298,3852239.941,3,2,1,3
1307,0,730224.9773,3850750.878,10,2,2,2
1308,0,725986.2821,3843490.395,8,3,3,2
1309,0,749147.4492,3856096.834,1,2,2,3
1310,0,737540.637,3848682.323,10,4,3,2
1311,0,745255.7391,3849178.024,14,4,1,2
1312,0,741940.0409,3845089.973,1,2,1,2
1313,0,752207.032,3849276.115,1,1,1,3
1314,0,743062.1682,3847335.38,3,1,1,2
1315,0,736847.0821,3851054.746,14,1,1,3
1316,0,732557.6813,3842162.313,8,5,1,2
1317,0,750155.342,3851738.821,1,2,1,2
1318,0,744091.5419,3845984.654,4,2,1,2
1319,0,742411.2681,3844201.198,3,2,2,1
1320,0,738790.0073,3845809.32,1,2,1,3
1321,0,754920.3491,3842638.902,3,3,1,1
1322,0,740802.4331,3856374.706,3,2,1,2
1323,0,748934.9163,3850107.419,1,1,1,3
1324,0,746155.0583,3854104.773,1,2,1,3
1325,0,753220.9728,3852085.628,1,3,1,3
1326,0,731143.9674,3855700.569,1,3,1,2
1327,0,745342.6438,3850282.327,1,1,1,2
1328,0,746754.033,3849498.084,14,4,1,3
1329,0,731904.3267,3845952.882,3,3,1,2
1330,0,745830.249,3847414.234,1,1,1,2
1331,0,751695.2238,3839408.16,4,3,1,3
1332,0,747234.4234,3853061.887,4,2,1,2
1333,0,741892.0992,3842436.305,3,2,1,2
1334,0,736615.1762,3838951.71,10,4,1,3
1335,0,732560.3383,3847886.688,4,3,1,2
1336,0,753587.668,3843188.984,4,3,1,2
1337,0,753637.6034,3840588.598,4,3,1,3
1338,0,750274.8569,3841323.097,4,3,1,3
1339,0,734316.3157,3846325.223,3,3,1,3
1340,0,732781.3233,3853565.936,3,1,1,2
1341,0,736515.811,3840679.445,1,5,1,3
1342,0,739664.153,3855584.849,3,2,1,3
1343,0,752191.9207,3846789.649,1,4,1,2
1344,0,736549.6039,3848144.005,1,1,2,2
1345,0,745935.2144,3851437.634,14,1,1,3
1346,0,753142.7504,3846194.238,1,4,1,2
1347,0,728577.2052,3851016.436,4,3,1,2
1348,0,754919.9758,3845348.351,4,1,1,2
1349,0,740185.7406,3849194.57,1,1,1,2
1350,0,730188.0486,3841169.243,1,5,1,3
1351,0,744380.0348,3855468.461,4,1,1,3
1352,0,731898.117,3854265.385,4,2,1,2
1353,0,744768.8837,3846342.801,10,2,1,2
1354,0,737152.1938,3844226.601,4,2,2,2
1355,0,754794.8188,3843273.017,4,3,3,2
1356,0,743311.2477,3850183.534,1,1,1,2
1357,0,746463.8899,3841734.333,4,3,1,3
1358,0,747431.3145,3856234.881,4,2,1,1
1359,0,734328.0755,3850494.054,10,4,3,2
1360,0,749950.9709,3841958.621,4,3,1,3
1361,0,749552.3106,3845413.151,3,3,1,3
1362,0,738229.6664,3848568.947,1,4,1,1
1363,0,736883.898,3844382.569,4,2,1,3
1364,0,729085.6396,3856299.835,4,3,1,3
1365,0,747102.458,3855249.133,4,2,1,2
1366,0,733270.9892,3845779.442,4,3,1,3
1367,0,747360.0914,3850865.251,14,1,1,3
1368,0,751919.935,3838976.276,3,2,1,1
1369,0,730862.9962,3855434.969,1,2,1,3
1370,0,729682.4558,3855221.244,1,2,1,3
1371,0,726289.9846,3841540.077,8,5,1,3
1372,0,729015.8799,3840242.564,1,5,2,3
1373,0,739765.6674,3854336.488,4,2,1,3
1374,0,756149.683,3853525.732,1,3,2,2
1375,0,754867.9953,3852419.754,1,3,1,3
1376,0,750294.5369,3854828.972,4,2,1,1
1377,0,730825.9957,3839263.566,10,4,1,3
1378,0,753469.7186,3847407.265,14,4,2,2
1379,0,755274.706,3844691.713,3,2,1,1
1380,0,753238.7518,3841208.202,3,3,2,3
1381,0,735751.592,3840556.06,3,5,1,3
1382,0,740811.6307,3851390.251,4,1,1,2
1383,0,743808.0074,3849697.151,1,1,1,2
1384,0,754789.2723,3850177.178,1,3,1,3
1385,0,747286.5121,3842628.704,4,3,1,3
1386,0,742600.4575,3852418.402,4,1,2,2
1387,0,751975.6781,3855926.633,3,1,2,3
1388,0,751202.3039,3842984.178,1,3,2,2
1389,0,736826.6749,3839311.847,4,4,2,3
1390,0,754010.2927,3848798.217,1,1,1,3
1391,0,755309.7911,3840311.512,3,3,1,2
1392,0,749178.1243,3846146.236,3,3,1,2
1393,0,741531.7235,3841093.565,4,2,1,3
1394,0,745066.5063,3841043.845,1,2,1,3
1395,0,733452.1813,3856359.171,1,2,2,2
1396,0,742936.9103,3848283.085,1,1,2,2
1397,0,742947.5564,3851753.579,12,1,1,2
1398,0,734244.4083,3844584.957,8,5,2,3
1399,0,737961.7386,3846814.399,4,2,1,3
1400,0,729903.6984,3841246.942,1,5,2,3
1401,0,738674.5347,3849369.772,10,1,2,2
1402,0,746240.5076,3854376.008,1,2,1,3
1403,0,751632.3716,3845482.252,4,3,1,3
1404,0,734115.1732,3848134.473,1,2,1,2
1405,0,729095.5921,3841658.913,3,5,1,2
1406,0,746578.2884,3848858.907,14,4,1,3
1407,0,740856.6473,3851105.848,5,1,1,2
1408,0,744686.358,3850728.955,1,1,1,3
1409,0,742713.4797,3855728.38,1,1,1,3
1410,0,738372.3561,3850769.496,4,1,1,2
1411,0,746598.566,3845539.987,3,3,2,2
1412,0,754661.0575,3843747.851,3,3,1,2
1413,0,745660.6052,3844748.453,4,3,1,3
1414,0,743265.1766,3852393.408,4,1,2,2
1415,0,735989.6976,3851278.184,6,1,1,2
1416,0,745809.5102,3840991.784,1,2,1,3
1417,0,744254.5486,3843862.874,1,3,1,2
1418,0,728311.026,3850136.938,1,5,2,3
1419,0,739632.9192,3853429.069,4,1,2,3
1420,0,742922.4854,3850885.295,1,1,1,2
1421,0,740838.8638,3850625.53,10,1,1,3
1422,0,725905.6176,3848489.715,11,5,2,3
1423,0,749529.513,3848498.218,1,1,1,3
1424,0,752277.9738,3856390.212,4,-9999,1,2
1425,0,728233.015,3849732.986,1,5,2,3
1426,0,745226.3976,3850869.567,1,1,3,2
1427,0,748277.3258,3845071.369,3,3,1,3
1428,0,738717.0131,3851762.828,4,1,2,2
1429,0,753678.7575,3842129.606,3,3,1,2
1430,0,753169.2844,3854839.993,1,2,2,2
1431,0,745990.7539,3851379.844,14,1,1,3
1432,0,733990.5741,3848702.865,1,2,1,2
1433,0,743409.879,3843504.47,1,3,1,3
1434,0,755669.16,3851700.225,1,3,1,3
1435,0,732280.6313,3849748.155,1,4,3,2
1436,0,736617.116,3851894.242,10,1,1,2
1437,0,736478.7751,3852180.089,10,1,3,3
1438,0,732305.6471,3847938.309,4,3,1,1
1439,0,728617.8696,3845375.838,4,5,1,3
1440,0,743011.202,3838918.439,5,-9999,1,3
1441,0,755657.1535,3856354.524,1,3,3,2
1442,0,733067.2545,3856075.965,3,2,1,2
1443,0,755756.9999,3849530.268,1,1,1,2
1444,0,755446.6329,3849482.884,1,2,1,2
1445,0,747833.1809,3845716.107,3,3,1,2
1446,0,735738.8832,3854905.252,10,2,1,2
1447,0,747106.9253,3849621.667,14,1,1,3
1448,0,735966.7923,3851646.693,10,1,1,2
1449,0,748341.6158,3844921.168,3,3,1,2
1450,0,727222.3181,3841549.845,8,5,1,3
1451,0,747809.2755,3853612.339,1,2,1,2
1452,0,753340.6678,3839794.26,1,3,2,2
1453,0,744142.6844,3846501.936,1,2,1,3
1454,0,730803.9297,3852918.108,1,2,2,2
1455,0,750890.8881,3851346.475,4,2,1,2
1456,0,736205.6918,3849529.431,10,4,1,2
1457,0,730046.6346,3853089.471,1,2,1,3
1458,0,748482.2779,3851605.542,3,2,1,2
1459,0,726461.9673,3850214.181,1,5,2,2
1460,0,728129.3421,3854509.445,4,2,1,2
1461,0,741772.808,3854047.577,1,1,1,3
1462,0,741904.8519,3843545.077,4,2,1,2
1463,0,751297.9949,3845226.492,1,3,1,2
1464,0,748857.5615,3842555.526,3,3,1,2
1465,0,742293.9975,3841460.123,1,2,1,2
1466,0,744575.8693,3842616.33,3,3,1,2
1467,0,744608.4595,3845934.194,4,3,1,2
1468,0,755946.9297,3843664.854,3,3,1,2
1469,0,732113.7902,3847981.367,4,3,1,2
1470,0,734687.4372,3839627.472,5,4,1,3
1471,0,736611.655,3855248.039,5,2,1,3
1472,0,737667.8953,3839962.313,3,5,2,3
1473,0,743716.5043,3849135.661,10,4,2,2
1474,0,731883.6969,3845631.304,3,5,1,3
1475,0,743296.2974,3852631.563,1,1,1,3
1476,0,751855.2181,3854928.882,1,2,2,2
1477,0,751077.0282,3844893.781,3,3,1,2
1478,0,747310.2554,3852161.915,4,2,2,3
1479,0,741566.8939,3851628.111,4,1,1,3
1480,0,756269.0807,3854608.183,6,3,1,2
1481,0,741329.0278,3840679.444,4,1,2,3
1482,0,741385.4441,3848315.16,3,1,1,1
1483,0,744772.8641,3839327.649,0,4,1,3
1484,0,755551.1098,3845580.067,3,4,1,2
1485,0,732380.3645,3850238.828,4,4,2,2
1486,0,743729.9443,3842201.726,4,2,2,3
1487,0,731522.9467,3842638.992,11,5,1,3
1488,0,739691.0671,3854873.981,4,2,1,2
1489,0,736475.7238,3850411.478,14,1,1,3
1490,0,733719.7761,3851792.007,1,1,2,3
1491,0,736657.9746,3841521.01,8,5,1,3
1492,0,753764.5997,3844293.318,4,3,1,3
1493,0,731481.0711,3845216.245,3,5,1,2
1494,0,744972.2699,3847662.352,1,1,1,2
1495,0,733734.3189,3844000.056,4,5,2,3
1496,0,728294.3517,3838997.214,10,4,1,3
1497,0,732551.8587,3846857.791,4,3,1,3
1498,0,730455.4,3840037.159,1,5,1,2
1499,0,741440.3189,3843127.18,1,2,2,2
1500,0,749755.2189,3850570.099,14,2,2,2
1501,0,747973.8276,3843615.31,3,3,1,3
1502,0,744192.0283,3847770.734,1,1,1,2
1503,0,752410.6881,3848269.554,1,1,3,2
1504,0,751942.5728,3839444.658,1,3,1,3
1505,0,742725.636,3842065.452,3,2,1,3
1506,0,729150.9665,3854211.352,1,2,1,2
1507,0,731537.365,3850812.881,4,4,1,2
1508,0,740146.5531,3839111.028,1,5,1,3
1509,0,733312.5478,3843716.235,11,5,1,3
1510,0,745282.1819,3854889.934,1,2,2,3
1511,0,745551.4232,3846707.622,4,2,1,3
1512,0,745062.4122,3839832.938,3,1,1,2
1513,0,735885.4072,3843503.966,3,1,1,3
1514,0,741964.2059,3839619.712,14,4,1,3
1515,0,729679.1101,3845897.414,1,5,1,3
1516,0,753535.3785,3851640.496,1,3,1,2
1517,0,752968.7484,3850153.164,1,2,1,3
1518,0,739708.3773,3848930.111,10,4,1,2
1519,0,756216.6442,3851139.285,1,3,1,2
1520,0,739689.2721,3849262.742,10,1,1,2
1521,0,737023.4238,3840947.468,4,5,3,3
1522,0,741599.138,3842478.793,3,2,1,2
1523,0,754855.2915,3841196.47,3,3,1,2
1524,0,734664.2553,3843865.636,8,5,2,3
1525,0,747054.9098,3843305.972,4,3,1,3
1526,0,745118.081,3851682.748,1,1,2,2
1527,0,734925.2001,3845855.845,4,3,1,3
1528,0,749639.8691,3854220.215,4,2,1,2
1529,0,742295.7391,3845828.13,3,2,2,1
1530,0,730802.5164,3839385.145,10,4,1,3
1531,0,737375.2889,3850413.925,1,1,2,3
1532,0,737467.2047,3847262.556,4,2,1,3
1533,0,754257.4609,3853634.48,4,3,1,1
1534,0,751287.7902,3843741.224,3,3,1,1
1535,0,732700.3452,3844458.696,11,5,1,3
1536,0,747346.7525,3840439.959,4,3,1,3
1537,0,726744.0356,3843137.557,8,5,1,3
1538,0,750085.655,3846630.338,4,1,1,2
1539,0,742801.109,3840043.232,1,1,1,3
1540,0,747467.6862,3851016.114,4,1,1,3
1541,0,734234.7569,3843618.227,4,5,1,3
1542,0,727844.8593,3856325.441,1,5,1,3
1543,0,754355.0249,3841760.712,3,3,1,2
1544,0,733354.7487,3849748.849,6,4,2,2
1545,0,744679.3767,3848270.59,1,4,1,2
1546,0,731009.7139,3854611.943,1,2,1,3
1547,0,732570.7468,3856172.841,1,2,1,3
1548,0,751275.041,3841373.327,3,3,1,3
1549,0,729775.4474,3852052.304,1,2,3,3
1550,0,755538.5606,3853221.594,1,3,1,2
1551,0,735326.3945,3853139.657,0,1,2,3
1552,0,744042.7874,3844515.402,1,3,2,2
1553,0,752080.1843,3841436.301,3,3,1,1
1554,0,751005.9927,3849696.54,14,2,2,2
1555,0,726156.5538,3853954.77,4,5,1,2
1556,0,744306.3196,3840996.78,4,2,1,2
1557,0,750971.0707,3841006.319,3,3,1,3
1558,0,755976.1363,3840097.197,4,3,1,3
1559,0,734721.496,3848949.167,1,1,1,3
1560,0,735796.4964,3851945.607,14,4,1,2
1561,0,737863.299,3841992.202,1,5,1,2
1562,0,732224.6748,3853573.127,3,1,3,2
1563,0,747012.4487,3841900.433,4,3,2,2
1564,0,738508.1085,3843375.611,4,2,1,3
1565,0,752050.5721,3840120.229,3,3,1,2
1566,0,746443.0926,3851383.281,14,1,1,3
1567,0,726827.9274,3846343.374,8,3,1,3
1568,0,747166.5694,3846022.702,3,3,1,2
1569,0,731605.8069,3842855.234,11,5,1,3
1570,0,727242.429,3840173.7,12,4,2,3
1571,0,737633.8192,3851272.43,1,1,1,3
1572,0,739191.049,3852178.917,1,1,1,3
1573,0,731764.0563,3846034.519,1,5,3,2
1574,0,754963.1011,3849704.569,1,2,1,2
1575,0,732384.9023,3843687.892,3,5,3,2
1576,0,752154.052,3839331.793,3,3,1,3
1577,0,749492.2503,3849855.176,4,2,2,3
1578,0,741460.3867,3844988.278,1,2,1,2
1579,0,752603.1995,3853005.136,4,3,1,2
1580,0,752751.6643,3850647.553,1,3,1,2
1581,0,741104.6142,3844253.206,1,2,1,3
1582,0,735357.9015,3852684.907,10,1,1,3
1583,0,733643.1526,3842422.817,3,5,1,3
1584,0,729706.7854,3852451.647,1,2,2,3
1585,0,740261.8383,3851126.439,1,1,1,2
1586,0,740825.9693,3847004.678,1,1,1,3
1587,0,750100.9386,3849529.315,1,2,1,2
1588,0,732619.5702,3840947.538,8,5,1,2
1589,0,736593.6087,3848497.245,3,1,1,2
1590,0,729405.6701,3849867.842,4,3,1,1
1591,0,743861.3723,3851435.331,1,1,2,3
1592,0,733215.8496,3848365.677,1,2,1,2
1593,0,747366.815,3838971.065,1,1,2,3
1594,0,752216.6397,3843042.729,1,3,2,2
1595,0,754063.5693,3844163.917,1,3,1,2
1596,0,741415.8432,3848542.651,1,4,3,2
1597,0,742439.0431,3852605.926,1,1,1,2
1598,0,751013.6134,3842070.034,1,3,1,2
1599,0,753253.4275,3838961.096,1,2,1,3
1600,0,743800.8498,3841776.967,1,3,1,3
1601,0,731370.4371,3849212.144,4,2,1,1
1602,0,747612.4966,3852126.875,4,2,1,2
1603,0,738356.4021,3845488.677,4,2,1,2
1604,0,742463.69,3839115.021,1,4,1,3
1605,0,734708.1549,3852399.869,10,4,2,2
1606,0,732165.1791,3845753.856,3,5,1,3
1607,0,736710.1836,3841899.268,3,5,1,3
1608,0,739806.3591,3851009.662,1,1,1,3
1609,0,732105.3424,3843133.582,11,5,2,3
1610,0,744480.0264,3849897.159,10,1,1,3
1611,0,727157.2768,3854226.311,1,5,2,2
1612,0,731059.5074,3845370.552,1,4,1,2
1613,0,741711.1682,3850053.632,10,1,1,3
1614,0,746853.0405,3844928.785,4,3,1,1
1615,0,754183.2575,3847752.279,13,4,1,2
1616,0,735411.0548,3849910.356,6,4,2,2
1617,0,752846.1436,3851775.935,1,3,1,3
1618,0,751719.3134,3842943.442,3,3,2,1
1619,0,740903.7732,3850124.718,14,1,1,3
1620,0,742194.7095,3848978.692,6,4,1,2
1621,0,728173.8869,3840977.906,4,5,1,3
1622,0,740815.1498,3847995.208,1,1,1,2
1623,0,742195.6866,3851469.648,4,1,1,3
1624,0,726574.9282,3842182.309,4,5,2,2
1625,0,737143.9471,3840385.781,3,5,1,3
1626,0,746498.5588,3855687.596,1,1,1,2
1627,0,742240.4219,3848800.787,10,4,1,2
1628,0,734728.3217,3854906.658,15,1,3,2
1629,0,726508.7558,3853172.923,4,5,1,3
1630,0,755467.7224,3839645.821,4,3,1,3
1631,0,737774.9135,3842330.174,3,5,2,3
1632,0,729648.4202,3848267.644,1,5,1,3
1633,0,730984.7217,3852711.544,4,2,1,3
1634,0,743750.5245,3847304.09,1,1,1,2
1635,0,736402.4557,3853641.789,5,1,2,3
1636,0,753545.3491,3843320.818,4,3,1,2
1637,0,751874.7618,3846658.634,1,4,1,2
1638,0,750303.2149,3855199.838,1,2,1,2
1639,0,731738.0721,3843295.352,11,5,1,3
1640,0,727319.6319,3839758.332,10,4,2,3
1641,0,736074.5838,3840472.07,3,4,1,3
1642,0,742119.7432,3856015.818,1,1,1,2
1643,0,748050.3286,3842687.574,10,3,1,3
1644,0,751954.7537,3843920.91,1,3,1,2
1645,0,748124.6454,3840280.138,4,3,1,3
1646,0,734161.3849,3845052.365,1,1,3,3
1647,0,738188.4312,3845420.35,4,2,2,2
1648,0,738110.7682,3848711.217,10,4,1,2
1649,0,748448.9334,3842633.251,10,3,1,2
1650,0,731684.3458,3846053.069,1,5,1,2
1651,0,736329.6182,3842964.786,3,4,1,2
1652,0,753847.8233,3852860.627,1,3,1,3
1653,0,749963.2686,3846118.667,3,3,1,1
1654,0,742063.8098,3853951.036,3,1,2,2
1655,0,740462.6045,3847207.425,0,1,3,2
1656,0,731438.0398,3849587.792,4,2,1,2
1657,0,735306.9722,3849857.408,10,4,1,2
1658,0,732565.1967,3851949.355,3,1,1,2
1659,0,726142.0857,3847407.449,8,5,1,3
1660,0,737870.7652,3854610.615,3,2,2,1
1661,0,736232.9004,3856373.782,1,2,1,3
1662,0,750273.7893,3850464.579,10,2,1,3
1663,0,729739.6865,3841488.116,4,5,1,3
1664,0,727995.4154,3851078.813,3,4,1,1
1665,0,735395.4561,3843856.692,3,1,1,3
1666,0,740873.1042,3842990.784,1,2,1,3
1667,0,754092.8863,3854210.37,1,2,3,2
1668,0,737808.458,3843821.486,4,2,1,3
1669,0,730296.9694,3847735.976,8,5,2,3
1670,0,745792.7889,3853788.244,14,2,1,2
1671,0,743650.3879,3854776.653,1,1,2,3
1672,0,745701.8322,3848005.695,1,1,1,1
1673,0,743181.2888,3854236.9,1,1,2,2
1674,0,736430.6475,3850021.487,14,1,1,3
1675,0,752663.1636,3853711.339,1,2,1,2
1676,0,726757.0456,3847186.814,8,5,1,3
1677,0,745987.2738,3855720.89,3,1,1,2
1678,0,734082.2668,3850664.381,10,4,1,2
1679,0,750449.6289,3846700.139,3,4,1,1
1680,0,745648.406,3843183.513,4,3,1,2
1681,0,747460.6572,3840437.248,4,3,1,3
1682,0,752268.6206,3847383.391,14,4,1,3
1683,0,743255.7258,3850254.133,1,1,1,3
1684,0,748394.9977,3840363.723,3,3,1,2
1685,0,733551.1918,3839118.681,10,4,1,3
1686,0,746785.5011,3852226.255,3,2,1,2
1687,0,749400.2918,3854294.375,1,2,2,2
1688,0,732482.1838,3851793.605,3,1,1,2
1689,0,739080.8585,3853516.604,4,1,1,3
1690,0,727911.3179,3844740.842,4,3,2,2
1691,0,751254.9482,3849070.716,3,1,1,3
1692,0,739381.0867,3839797.506,1,5,1,3
1693,0,741810.0506,3841780.258,3,2,1,2
1694,0,725900.1838,3845899.436,1,5,1,3
1695,0,747607.7395,3838962.83,1,1,1,3
1696,0,731240.6619,3853284.959,4,2,1,2
1697,0,749549.4358,3848131.653,0,1,1,3
1698,0,733309.5189,3838981.991,10,4,1,3
1699,0,751973.9839,3843163.43,3,3,1,2
1700,0,753287.3733,3854623.013,1,2,1,3
1701,0,740557.1033,3839576.253,4,5,1,2
1702,0,747711.406,3852245.611,10,2,2,2
1703,0,736854.3341,3848262.877,3,1,1,2
1704,0,733298.9969,3848218.03,1,2,1,1
1705,0,735206.7715,3844323.126,3,1,1,3
1706,0,729463.8495,3853572.203,4,2,1,2
1707,0,740151.2069,3852658.41,1,1,2,3
1708,0,752109.875,3856056.446,1,1,1,3
1709,0,751828.5893,3849712.038,3,1,2,2
1710,0,752527.71,3841883.164,4,3,1,3
1711,0,732208.5728,3845374.356,4,5,1,3
1712,0,734979.1407,3845146.93,4,1,3,3
1713,0,739384.4563,3844436.385,4,2,1,3
1714,0,730583.1502,3855474.645,1,2,1,3
1715,0,737672.0399,3841726.162,4,5,1,2
1716,0,737539.6266,3851729.573,1,1,2,3
1717,0,734076.3282,3847648.313,4,2,1,3
1718,0,737726.7662,3844802.201,4,2,1,2
1719,0,748859.6061,3853395.403,4,2,3,2
1720,0,745271.6679,3847501.632,1,1,2,2
1721,0,745690.5746,3854984.429,1,1,1,3
1722,0,750031.6867,3846974.895,14,4,1,2
1723,0,739516.164,3845386.993,4,2,1,3
1724,0,727797.1992,3855081.523,4,5,1,3
1725,0,744326.0884,3841435.318,4,2,1,3
1726,0,734589.8922,3849794.732,10,4,1,2
1727,0,748064.4486,3854772.63,4,2,1,2
1728,0,731782.9861,3840470.165,1,5,2,2
1729,0,747506.148,3856039.683,3,1,1,1
1730,0,746276.3602,3852563.148,10,1,1,3
1731,0,752366.6547,3851450.783,4,3,1,3
1732,0,734467.2185,3854750.58,14,1,2,3
1733,0,729688.2559,3841104.627,1,5,2,3
1734,0,754249.2631,3843808.071,3,3,2,1
1735,0,737531.7308,3848144.937,1,1,1,2
1736,0,752006.3961,3847842.423,1,1,1,3
1737,0,755706.9629,3840587.412,1,3,1,3
1738,0,754157.768,3853345.2,4,3,1,1
1739,0,740557.192,3839870.396,4,5,3,2
1740,0,739332.884,3853927.589,1,1,1,3
1741,0,751290.8198,3845551.347,1,3,1,2
1742,0,733635.1218,3851298.254,1,1,1,3
1743,0,748256.2182,3852716.112,10,2,2,3
1744,0,744832.7611,3848930.752,5,4,1,2
1745,0,744610.7805,3853879.123,1,1,1,3
1746,0,738175.4887,3843886.258,4,2,2,3
1747,0,726455.8128,3839585.487,10,4,1,3
1748,0,732985.1043,3839747.752,11,5,1,3
1749,0,744902.7326,3846906.719,1,1,2,2
1750,0,728521.4561,3851150.613,11,4,1,2
1751,0,749578.7131,3842665.819,3,3,1,1
1752,0,754483.4916,3852904.163,1,3,1,2
1753,0,752361.0887,3840391.539,4,3,1,3
1754,0,754646.4511,3854073.946,1,2,1,3
1755,0,736412.1206,3845443.094,4,2,1,3
1756,0,753431.632,3840134.439,1,3,1,3
1757,0,744866.8956,3852401.12,1,1,2,3
1758,0,735923.9759,3851013.997,14,1,2,2
1759,0,749569.8067,3838974.216,1,2,1,3
1760,0,752908.5228,3850689.722,3,3,1,2
1761,0,734212.3882,3840593.637,11,5,1,3
1762,0,743215.603,3848548.483,1,1,2,2
1763,0,746704.4969,3840060.632,3,2,2,1
1764,0,739382.3501,3840719.77,10,4,1,2
1765,0,737385.4445,3853755.858,4,1,1,3
1766,0,732709.2486,3839202.162,0,4,1,3
1767,0,740977.0896,3843832.94,4,2,1,3
1768,0,740170.0669,3854325.96,4,2,1,2
1769,0,755575.8689,3855396.019,1,3,2,2
1770,0,750788.8965,3853508.112,1,2,2,3
1771,0,753036.5441,3850669.713,3,3,2,2
1772,0,754182.2565,3841688.427,3,3,2,3
1773,0,730016.193,3849046.177,4,5,1,3
1774,0,745091.1427,3841537.578,3,3,1,2
1775,0,739834.2872,3845017.712,4,2,1,3
1776,0,752164.4395,3848864.262,3,1,1,2
1777,0,752642.7709,3850523.516,10,2,1,3
1778,0,753931.265,3856139.275,1,2,1,2
1779,0,747371.605,3848546.319,14,4,2,3
1780,0,746434.8249,3844659.853,4,3,2,1
1781,0,728507.1515,3847073.86,3,5,1,3
1782,0,732803.4217,3855762.42,1,2,1,3
1783,0,731408.4703,3855241.739,1,2,1,3
1784,0,744794.6541,3849212.676,14,4,2,2
1785,0,756317.3693,3848339.802,1,4,1,2
1786,0,728363.0672,3843970.026,8,5,1,2
