FID,MASK,X,Y,landcover,geology,flowaccum,winter_rad
4949,0,732911.0262,3840723.843,1,5,2,3
4950,0,749696.1022,3854783.436,4,2,1,2
4951,0,745851.8926,3847558.361,4,1,1,3
4952,0,741766.8624,3846266.619,4,2,1,3
4953,0,732740.1663,3851334.638,1,1,1,3
4954,0,747539.3871,3839186.868,1,1,1,3
4955,0,729855.833,3839050.381,11,4,1,3
4956,0,731862.2844,3841240.354,1,5,1,3
4957,0,748994.2205,3856066.47,1,2,3,3
4958,0,740418.7403,3845981.951,1,2,1,2
4959,0,746586.2309,3846972.468,1,1,2,2
4960,0,734499.0257,3846715.931,2,3,1,3
4961,0,745445.3116,3839496.338,1,1,2,2
4962,0,729940.5978,3839796.764,10,5,3,3
4963,0,740423.9215,3856014.782,1,2,2,3
4964,0,732525.6659,3840296.181,1,5,2,3
4965,0,729670.3409,3846721.626,8,5,2,3
4966,0,734308.7992,3845540.639,4,3,2,3
4967,0,749867.0483,3851059.636,14,2,1,3
4968,0,726474.0703,3839436.947,11,4,1,3
4969,0,732057.2714,3841933.793,11,5,2,3
4970,0,746095.8461,3843051.815,3,3,1,2
4971,0,735961.7179,3844100.324,1,2,1,3
4972,0,727078.87,3842007.038,8,5,1,3
4973,0,730758.6203,3851211.115,5,4,1,2
4974,0,728623.2957,3841021.715,3,4,2,2
4975,0,727327.5646,3853061.334,4,5,1,3
4976,0,755518.7687,3841182.407,3,3,2,2
4977,0,738803.3214,3847327.987,4,1,1,2
4978,0,743613.2143,3850349.417,1,1,2,3
4979,0,725806.6758,3850010.356,4,5,1,3
4980,0,727830.444,3844712.916,8,3,1,2
4981,0,744493.8718,3848821.66,10,4,1,2
4982,0,746801.067,3844378.307,4,3,1,3
4983,0,743383.578,3853666.12,1,1,2,3
4984,0,748579.2829,3846090.507,3,3,1,2
4985,0,752187.2313,3848527.541,1,1,1,2
4986,0,731030.8259,3845938.171,1,5,1,3
4987,0,754165.1241,3851374.798,1,3,3,2
4988,0,732731.1627,3852561.167,4,1,2,2
4989,0,738135.6239,3851429.527,1,1,2,2
4990,0,753522.6719,3843855.846,4,3,1,2
4991,0,746744.1339,3847891.833,10,4,1,2
4992,0,745654.1491,3847547.9,1,1,1,3
4993,0,737598.3996,3846921.311,1,2,1,2
4994,0,754651.3653,3853761.698,1,3,1,3
4995,0,753397.5525,3848574.757,10,1,1,2
4996,0,733095.8559,3844898.298,3,5,2,3
4997,0,754351.8729,3855401.914,4,2,1,2
4998,0,755094.1435,3843345.479,1,3,1,3
4999,0,732569.8942,3846948.601,4,3,1,3
5000,0,753079.5639,3842562.303,3,3,3,2
5001,0,739695.606,3839320.586,11,5,2,3
5002,0,751827.3628,3854379.217,1,2,1,3
5003,0,737064.2888,3851624.727,10,1,1,2
5004,0,752212.5435,3850604.184,1,1,1,3
5005,0,733617.0597,3845969.55,2,3,1,3
5006,0,745394.1997,3849266.259,14,4,2,3
5007,0,750194.9633,3847630.633,0,4,1,3
5008,0,751251.211,3853625.494,0,3,1,2
5009,0,735692.2969,3839822.092,4,5,1,3
5010,0,744006.8719,3841809.361,4,3,3,2
5011,0,745872.7089,3849564.384,5,1,1,3
5012,0,729515.0297,3847522.251,3,5,1,3
5013,0,738145.0551,3854070.507,4,1,1,2
5014,0,744483.3778,3839956.947,4,1,2,3
5015,0,756412.1747,3854179.223,1,3,1,3
5016,0,733233.3965,3845633.901,4,5,1,3
5017,0,735740.3371,3849199.79,6,4,2,2
5018,0,751793.371,3845393.178,4,3,1,2
5019,0,731849.831,3849811.99,1,2,2,2
5020,0,744515.8879,3854284.09,3,1,1,2
5021,0,743399.829,3855780.382,4,1,1,2
5022,0,744551.2458,3840010.218,4,1,2,3
5023,0,746744.1505,3847674.546,0,4,1,2
5024,0,743368.1845,3852694.023,1,1,1,3
5025,0,728877.2207,3841787.067,4,4,1,2
5026,0,740892.9744,3846714.716,10,1,2,2
5027,0,751387.9923,3847556.189,5,4,1,3
5028,0,746542.513,3847230.046,1,1,1,2
5029,0,738479.2024,3846646.509,3,2,2,2
5030,0,748525.5376,3854683.656,4,2,1,2
5031,0,732277.8208,3842879.468,11,5,3,3
5032,0,730560.6827,3842571.808,1,5,1,3
5033,0,752522.5145,3839810.954,3,3,2,2
5034,0,753385.4921,3853935.239,1,3,2,2
5035,0,725868.2099,3847619.012,11,5,1,3
5036,0,747782.7986,3852233.831,10,2,2,2
5037,0,733836.6739,3846060.562,2,3,2,2
5038,0,746906.6715,3839291.544,1,1,1,3
5039,0,747386.2501,3840140.935,4,3,1,1
5040,0,741324.719,3843498.072,1,2,1,3
5041,0,745763.1437,3847803.115,4,1,1,1
5042,0,730122.4075,3853694.614,1,2,2,2
5043,0,727367.7821,3851338.073,10,4,1,2
5044,0,738345.0391,3844132.708,4,2,1,3
5045,0,738115.9392,3849159.944,0,4,1,2
5046,0,756376.8856,3843500.691,1,3,1,2
5047,0,733901.232,3847252.98,4,3,1,2
5048,0,742180.8192,3843598.686,4,2,1,3
5049,0,742399.0686,3839482.041,10,4,1,3
5050,0,734659.8621,3850464.724,6,4,1,2
5051,0,739283.6496,3843448.769,4,2,1,3
5052,0,755754.373,3856042.508,1,3,1,3
5053,0,734985.4094,3848690.791,10,1,1,2
5054,0,734860.1403,3840799.002,1,5,1,3
5055,0,734158.9652,3848848.517,1,1,1,3
5056,0,750927.2666,3847738.381,14,1,2,3
5057,0,755115.8786,3849577.669,1,2,1,3
5058,0,744769.3249,3853431.658,14,1,1,3
5059,0,725828.839,3848928.086,11,5,2,3
5060,0,738238.069,3843807.01,4,2,1,3
5061,0,752634.6549,3839380.575,4,2,1,3
5062,0,743680.4865,3855300.902,10,1,1,1
5063,0,744285.3397,3845752.745,1,3,3,2
5064,0,751700.005,3846912.546,1,4,1,2
5065,0,752319.3112,3855771.159,1,1,1,2
5066,0,752821.3443,3845887.514,3,1,1,2
5067,0,732416.2147,3849915.189,12,4,2,2
5068,0,748658.5108,3847784.165,10,4,1,2
5069,0,747946.9992,3839801.108,3,3,2,2
5070,0,739072.7351,3843687.11,4,2,2,2
5071,0,752805.072,3841865.35,3,3,1,1
5072,0,733581.7735,3840110.231,10,5,1,2
5073,0,727631.695,3853029.111,3,4,1,2
5074,0,742620.0667,3842074.202,4,2,1,3
5075,0,738943.7643,3842555.229,10,2,1,2
5076,0,735136.5579,3839805.073,4,4,1,3
5077,0,737770.5791,3844269.93,4,2,2,2
5078,0,734340.8247,3839500.471,10,4,1,3
5079,0,748363.5322,3848533.103,1,4,1,3
5080,0,729211.2421,3856177.15,1,3,1,2
5081,0,738501.086,3840485.757,3,4,1,2
5082,0,728012.3718,3839084.839,11,4,2,3
5083,0,729291.0427,3841371.945,7,5,2,3
5084,0,754984.531,3849979.405,1,2,1,3
5085,0,744865.5554,3844713.314,1,3,3,3
5086,0,745805.0331,3852576.135,4,1,1,3
5087,0,727448.5707,3853941.655,4,2,2,2
5088,0,729842.9137,3853245.863,4,2,1,2
5089,0,728599.244,3843305.971,11,5,1,3
5090,0,729722.3919,3856217.157,1,3,1,2
5091,0,729928.3073,3848659.457,4,5,1,3
5092,0,735329.5721,3848635.176,4,1,1,2
5093,0,743851.323,3852529.275,3,1,1,3
5094,0,738749.187,3855923.752,1,2,2,3
5095,0,732999.6543,3844978.541,3,5,1,3
5096,0,754843.5679,3845541.202,1,4,1,2
5097,0,751754.6185,3847096.253,1,4,1,2
5098,0,752186.0298,3851894.083,4,3,1,3
5099,0,755863.7283,3841364.467,3,3,1,2
5100,0,727933.9387,3855633.773,2,5,1,3
5101,0,730702.955,3850488.952,4,2,1,2
5102,0,727804.4143,3842571.289,8,3,1,2
5103,0,738580.4595,3846586.588,3,2,2,2
5104,0,735864.8551,3855281.657,5,2,2,3
5105,0,732575.7087,3854748.539,4,2,2,2
5106,0,729498.1704,3850469.168,4,3,1,2
5107,0,725703.2911,3845420.467,11,5,2,3
5108,0,731592.9804,3839800.133,7,5,1,3
5109,0,730473.0296,3849580.427,4,2,1,2
5110,0,753783.6628,3847428.026,14,4,1,3
5111,0,748762.6245,3856174.902,1,2,1,2
5112,0,740776.2812,3847090.369,1,1,1,2
5113,0,752158.6659,3855831.999,1,1,1,2
5114,0,749345.6648,3841656.765,4,3,1,3
5115,0,747358.3979,3852668.331,4,2,1,3
5116,0,730744.2747,3845728.165,6,5,3,3
5117,0,743238.8404,3840910.112,3,2,1,3
5118,0,736966.9858,3846714.744,2,3,1,3
5119,0,745072.9601,3847991.468,4,1,1,2
5120,0,734288.5687,3854800.55,5,1,1,3
5121,0,746936.0372,3848456.039,0,4,1,2
5122,0,751856.075,3854866.245,1,2,2,2
5123,0,755119.9953,3842719.311,4,3,1,3
5124,0,734076.7624,3840739.724,11,5,1,3
5125,0,751824.2238,3852546.561,4,3,1,3
5126,0,731921.8358,3849788.34,1,4,2,2
5127,0,755489.8928,3847457.367,3,1,1,2
5128,0,740112.0249,3845904.859,3,2,1,2
5129,0,732609.7507,3843642.9,3,5,1,2
5130,0,753530.6589,3841141.772,3,3,1,3
5131,0,733591.5595,3839798.856,10,4,1,3
5132,0,751365.266,3841690.033,3,3,1,1
5133,0,729521.3857,3848950.647,1,5,2,3
5134,0,749901.0412,3851043.216,14,2,1,3
5135,0,738616.0594,3848087.356,1,1,1,2
5136,0,756016.4444,3848360.827,13,4,1,3
5137,0,750098.3261,3852209.859,1,3,1,2
5138,0,731416.9643,3852438.94,4,1,1,3
5139,0,756298.2314,3847157.593,14,1,2,3
5140,0,739417.7006,3849378.672,10,1,1,3
5141,0,740474.6539,3840290.59,3,5,1,3
5142,0,735677.3257,3851774.286,5,4,1,2
5143,0,745836.6747,3850843.281,14,1,1,3
5144,0,730665.6277,3850021.034,4,2,1,2
5145,0,749709.4685,3854161.021,4,2,1,1
5146,0,754379.8888,3853602.934,4,3,1,1
5147,0,746310.1779,3851443.93,14,1,1,3
5148,0,733346.1338,3852922.177,3,1,1,3
5149,0,731191.1466,3851833.747,4,1,1,3
5150,0,729701.6764,3847059.17,0,5,2,3
5151,0,743717.5094,3851016.268,1,1,1,3
5152,0,725775.7499,3855476.927,8,5,1,3
5153,0,753298.437,3855531.129,3,1,1,1
5154,0,743725.041,3849173.958,10,4,1,3
5155,0,731062.8844,3844567.06,3,5,1,3
5156,0,730739.3799,3851617.046,4,1,1,2
5157,0,754473.7581,3840867.192,3,3,1,3
5158,0,752275.938,3847621.202,14,4,1,3
5159,0,745275.9503,3842599.329,4,3,1,3
5160,0,738513.3377,3855450.605,4,2,1,3
5161,0,738440.6386,3840286.959,4,4,2,3
5162,0,728019.0336,3852779.025,4,2,1,3
5163,0,726529.7498,3845559.968,11,5,1,3
5164,0,730272.1351,3841821.937,4,5,1,3
5165,0,730044.5191,3840993.554,1,5,1,3
5166,0,749500.0232,3849221.224,4,1,1,2
5167,0,755928.2105,3840150.363,3,3,1,3
5168,0,740104.4053,3848657.83,14,4,2,2
5169,0,738815.3801,3844661.53,4,2,1,3
5170,0,727262.0774,3839033.351,10,4,1,3
5171,0,744943.9126,3852480.817,1,1,1,3
5172,0,739426.8045,3856311.072,1,2,1,3
5173,0,730252.1984,3844070.784,3,5,1,2
5174,0,755430.281,3854520.586,1,3,1,3
5175,0,750323.8485,3848183.953,1,1,1,3
5176,0,745330.8974,3846180.627,4,2,1,2
5177,0,728378.4621,3839093.881,10,4,2,3
5178,0,729722.5,3852855.377,3,2,1,3
5179,0,740745.4619,3846785.553,10,1,1,2
5180,0,751328.0211,3846214.018,1,1,1,3
5181,0,740695.6641,3839565.569,1,5,1,2
5182,0,745364.7828,3842472.943,4,3,1,3
5183,0,741842.2117,3848053.562,1,1,1,2
5184,0,727590.592,3840859.075,10,5,2,3
5185,0,752633.239,3855034.5,1,2,1,3
5186,0,730545.8814,3838935.329,12,4,1,3
5187,0,741852.4977,3850171.712,10,1,1,3
5188,0,752464.4729,3842801.918,3,3,1,2
5189,0,729720.3266,3853906.737,4,2,1,2
5190,0,736227.0738,3842658.471,3,5,1,2
5191,0,728539.6467,3854795.341,4,5,1,3
5192,0,750168.1601,3846644.717,3,1,1,1
5193,0,751028.5966,3849394.693,1,1,1,2
5194,0,739476.8808,3855992.669,1,2,1,3
5195,0,733833.7245,3841499.008,3,5,2,3
5196,0,730410.7294,3839427.265,6,4,2,3
5197,0,748801.8912,3849915.437,4,1,1,2
5198,0,732513.384,3852204.449,3,1,1,3
5199,0,731758.635,3851539.123,4,1,3,3
5200,0,726858.5269,3850501.951,4,5,2,3
5201,0,750004.6288,3848842.414,1,1,1,3
5202,0,726806.4471,3853773.446,4,5,2,3
5203,0,729404.8951,3848613.947,1,5,1,3
5204,0,743323.6862,3848367.715,1,1,2,2
5205,0,754944.3347,3853610.567,1,3,1,2
5206,0,734014.4548,3840157.857,10,4,2,3
5207,0,742075.0035,3846352.228,4,2,1,2
5208,0,738561.7816,3851761.435,4,1,1,3
5209,0,747165.2317,3849232.448,14,1,1,3
5210,0,754642.8795,3852326.93,1,3,2,2
5211,0,745263.3294,3847780.012,4,1,1,3
5212,0,742340.5414,3852727.48,1,1,1,2
5213,0,741950.9665,3853638.949,3,1,1,3
5214,0,743537.3665,3839310,14,4,1,2
5215,0,727019.7513,3841631.26,8,5,1,3
5216,0,732131.9215,3849002.287,4,2,2,2
5217,0,749887.2385,3854959.811,1,2,1,2
5218,0,737535.1878,3841435.797,3,5,2,2
5219,0,748035.1249,3855502.276,4,2,1,3
5220,0,733737.1647,3845790.731,4,3,1,3
5221,0,748146.255,3840628.743,4,3,1,2
5222,0,743740.0567,3845626.684,4,3,1,2
5223,0,731462.8018,3855965.109,1,3,1,2
5224,0,744309.8371,3844424.687,4,3,1,1
5225,0,752154.9388,3848351.555,1,1,1,3
5226,0,728180.6942,3854950.34,4,5,1,2
5227,0,754658.9087,3845447.988,3,1,1,2
5228,0,755762.6162,3852884.605,1,3,1,2
5229,0,740548.4215,3846542.85,1,2,1,3
5230,0,735740.4559,3840111.221,4,5,1,3
5231,0,730898.2881,3841055.538,1,5,2,2
5232,0,755008.598,3848222.472,1,4,1,2
5233,0,742281.9052,3846510.568,3,1,2,3
5234,0,739823.0109,3852728.248,1,1,3,2
5235,0,747445.7394,3840271.193,4,3,1,1
5236,0,731924.4315,3848299.79,4,2,2,2
5237,0,746140.5011,3844109.092,3,3,1,2
5238,0,746838.3146,3845648.241,3,3,1,2
5239,0,731828.3055,3843503.414,11,5,1,3
5240,0,725922.5879,3847974.938,11,5,2,3
5241,0,741520.1292,3853216.973,1,1,2,3
5242,0,753973.8668,3847440.027,1,4,1,3
5243,0,743575.5513,3846023.714,4,2,1,3
5244,0,725808.9157,3847115.141,11,5,2,3
5245,0,736042.9359,3856135.239,1,2,1,3
5246,0,745575.1054,3843924.276,3,3,2,2
5247,0,748597.4296,3851767.674,3,2,1,3
5248,0,731798.5649,3848000.241,4,3,1,3
5249,0,750007.2311,3845810.321,3,3,1,3
5250,0,728134.935,3838979.992,11,4,1,3
5251,0,741044.3642,3839037.356,0,5,1,3
5252,0,732591.8121,3839608.664,10,4,2,3
5253,0,725897.3272,3854939.182,3,3,1,3
5254,0,742117.7749,3849761.973,10,4,1,3
5255,0,749339.9273,3853009.141,1,2,1,2
5256,0,751946.3308,3856237.598,4,1,1,3
5257,0,754488.2877,3849523.808,1,2,1,3
5258,0,727068.8924,3853819.673,4,5,2,2
5259,0,726386.111,3840258.115,12,4,1,3
5260,0,748534.7459,3848101.336,10,4,1,3
5261,0,752700.9545,3854173.556,1,2,1,2
5262,0,734205.9543,3845531.082,1,1,1,3
5263,0,756363.5085,3854953.527,1,3,2,2
5264,0,739735.1745,3853639.08,4,1,1,3
5265,0,736037.6588,3854404.854,5,2,1,2
5266,0,745197.3978,3844437.994,4,3,1,2
5267,0,744169.0814,3849657.168,1,1,1,3
5268,0,747819.743,3843877.68,3,3,1,2
5269,0,728092.0606,3843236.726,4,3,1,3
5270,0,745761.0947,3855482.67,3,1,1,2
5271,0,730321.9201,3855283.224,1,2,1,3
5272,0,753864.9322,3851013.424,1,3,1,2
5273,0,739555.4311,3854668.518,4,2,1,3
5274,0,745210.2265,3851107.505,1,1,2,3
5275,0,750281.2069,3850603.471,10,2,1,3
5276,0,752045.6737,3839010.387,3,2,1,1
5277,0,754944.7623,3844116.597,3,3,1,2
5278,0,741946.3693,3845179.304,1,2,2,2
5279,0,732373.3144,3846009.909,3,3,1,2
5280,0,749876.6569,3840927.421,4,3,1,3
5281,0,727052.704,3853070.094,4,5,1,3
5282,0,727561.7147,3848853.353,8,5,1,2
5283,0,743201.1218,3849217.173,10,4,3,2
5284,0,745288.155,3855752.109,4,1,1,2
5285,0,733555.869,3845801.602,0,3,1,3
5286,0,729550.4254,3848300.472,1,5,1,3
5287,0,746578.2266,3852827.95,4,2,2,3
5288,0,742310.9862,3854549.731,1,1,2,2
5289,0,739809.9577,3847787.309,10,1,3,2
5290,0,738192.5858,3839277.9,3,4,1,3
5291,0,740832.6815,3843761.402,4,2,1,2
5292,0,743595.9939,3843456.045,1,3,1,3
5293,0,740014.4095,3843634.109,3,2,3,2
5294,0,733821.9032,3848582.362,1,2,2,2
5295,0,749396.0183,3852034.99,4,2,1,3
5296,0,750655.3534,3843590.655,3,3,1,2
5297,0,751662.3393,3854283.328,1,2,1,2
5298,0,752702.5452,3854933.324,1,2,1,2
5299,0,726452.1731,3846505.275,4,3,1,3
5300,0,740938.3982,3840362.169,1,5,1,3
5301,0,755937.6848,3843683.025,1,3,3,2
5302,0,744416.6461,3854152.075,1,1,1,2
5303,0,748294.0131,3844866.159,3,3,1,2
5304,0,745291.1975,3842088.374,4,3,1,2
5305,0,738496.106,3839717.74,4,5,1,3
5306,0,745846.7229,3841261.393,4,3,2,2
5307,0,749092.0673,3853115.69,1,2,1,3
5308,0,747814.1118,3855537.008,4,2,1,2
5309,0,737967.7112,3849625.988,10,1,1,3
5310,0,754006.8362,3849429.019,1,2,1,3
5311,0,727694.7068,3844376.277,4,5,1,3
5312,0,747877.7158,3848348.716,14,4,3,3
5313,0,747745.0692,3849751.984,1,1,2,3
5314,0,730144.81,3853360.509,4,2,1,3
5315,0,745938.996,3847029.927,3,1,2,2
5316,0,737198.6251,3855755.842,4,2,2,2
5317,0,749042.281,3849631.569,4,1,3,2
5318,0,735115.5133,3851968.717,10,4,1,2
5319,0,749359.5195,3844831.642,3,3,2,2
5320,0,746411.7653,3846808.17,1,2,1,3
5321,0,751675.8796,3855508.322,1,2,1,2
5322,0,732715.5764,3850473.462,12,4,1,2
5323,0,735379.4287,3856299.458,1,2,1,3
5324,0,744927.9272,3839836.917,10,1,1,2
5325,0,749905.6311,3855712.677,1,2,1,3
5326,0,740500.3263,3846873.794,3,1,1,2
5327,0,743899.4646,3843573.039,1,3,1,3
5328,0,733836.9988,3847387.288,1,3,1,3
5329,0,747771.7797,3845394.448,3,3,1,2
5330,0,741224.0822,3840283.263,5,5,1,3
5331,0,732059.5751,3853020.129,3,1,1,2
5332,0,753871.0995,3843014.042,4,3,1,1
5333,0,730379.5036,3855627.952,8,2,1,2
5334,0,756438.8196,3843637.79,1,3,1,3
5335,0,734708.1339,3845388.337,4,1,1,3
5336,0,746652.9997,3854882.478,4,2,2,3
5337,0,735567.1222,3846966.504,2,3,1,1
5338,0,742490.8123,3848304.933,1,1,2,2
5339,0,754607.2117,3845156.779,4,1,1,2
5340,0,732539.451,3853857.18,4,1,2,2
5341,0,747972.2811,3852235.169,12,2,1,2
5342,0,741337.5675,3845536.954,1,2,1,2
5343,0,753021.5998,3849394.689,1,1,1,3
5344,0,749087.8762,3855848.208,4,2,1,3
5345,0,755256.5055,3843849.652,3,3,1,2
5346,0,730213.5042,3852296.496,1,2,1,3
5347,0,740691.5847,3845935.03,3,2,2,1
5348,0,735470.2708,3853625.851,5,1,1,2
5349,0,750276.9639,3850373.441,10,2,1,3
5350,0,726115.9269,3854002.842,4,3,1,1
5351,0,752978.3177,3853411.132,1,3,1,2
5352,0,733482.0134,3840460.003,11,5,1,3
5353,0,740980.0593,3850072.3,10,1,1,3
5354,0,743576.2828,3839102.785,0,4,1,3
5355,0,740069.0861,3843233.085,1,2,1,2
5356,0,756512.113,3855622.539,1,3,1,3
5357,0,737129.5386,3843745.41,10,2,1,3
5358,0,729265.9394,3855504.517,1,3,1,3
5359,0,742890.1859,3840840.786,1,2,1,3
5360,0,728009.8997,3841867.857,8,3,2,3
5361,0,744756.4296,3844477.079,10,3,2,2
5362,0,751422.2545,3844008.854,3,3,1,2
5363,0,736981.2313,3838935.134,10,4,1,3
5364,0,736546.6245,3839603.683,1,4,1,2
5365,0,737443.4967,3854270.66,4,1,2,2
5366,0,733686.8496,3843411.554,3,5,1,3
5367,0,731189.7563,3855005.065,3,2,1,3
5368,0,742627.3382,3853116.815,1,1,1,3
5369,0,727993.4481,3845055.064,3,3,2,2
5370,0,752637.2591,3850170.154,3,1,1,3
5371,0,750538.4113,3853303.953,1,2,1,3
5372,0,756534.221,3843604.29,1,3,2,3
5373,0,755157.0456,3849006.298,10,1,1,3
5374,0,756181.5494,3839857.043,3,3,1,3
5375,0,734152.0613,3846102.65,4,3,1,2
5376,0,745905.9648,3849009.978,14,4,2,3
5377,0,754533.8085,3843356.759,4,3,1,1
5378,0,752984.3889,3845456.348,3,2,1,2
5379,0,749779.7944,3841901.492,3,3,1,2
5380,0,736362.832,3845877.719,4,2,3,2
5381,0,746067.6268,3849461.976,14,1,1,2
5382,0,731629.1714,3847638.978,4,3,1,3
5383,0,752729.1329,3850486.123,3,2,2,3
5384,0,734529.6921,3842952.314,8,5,1,3
5385,0,751278.4276,3843845.506,1,3,1,3
5386,0,741938.507,3844314.311,3,2,1,2
5387,0,754057.0788,3839884.701,4,3,1,3
5388,0,751442.8101,3839229.886,1,3,2,3
5389,0,749102.9764,3848520.474,1,1,2,3
5390,0,736918.0743,3854592.86,3,2,2,2
5391,0,749384.5211,3855111.342,1,2,2,2
5392,0,741016.5366,3856342.453,4,2,1,3
5393,0,732119.4304,3850779.678,12,4,1,2
5394,0,731295.3829,3839669.527,10,4,1,2
5395,0,748094.394,3843945.305,3,3,1,2
5396,0,731555.6757,3852882.279,4,1,1,2
5397,0,739606.4108,3849791.111,1,1,1,2
5398,0,751569.2036,3855454.702,1,2,3,3
5399,0,748477.0462,3854381.249,4,2,2,2
5400,0,748778.5207,3852983.671,4,2,1,2
5401,0,743887.3604,3855094.884,4,1,1,3
5402,0,732006.2112,3842279.49,11,5,1,3
5403,0,751484.7452,3851663.215,1,2,2,2
5404,0,746561.7181,3851902.127,1,1,1,3
5405,0,729720.5784,3854491.937,4,5,1,3
5406,0,727232.5351,3856233.627,3,5,3,3
5407,0,751320.7007,3854518.474,3,2,1,1
5408,0,730730.8079,3848398.914,4,3,1,2
5409,0,750523.7736,3856266.966,4,1,1,3
5410,0,731012.1307,3850125.502,4,2,3,2
5411,0,733749.915,3848388.724,4,2,1,1
5412,0,736136.0488,3846517.433,2,3,1,3
5413,0,745221.9786,3848331.934,1,1,1,2
5414,0,749845.4436,3843603.663,4,3,1,2
5415,0,743906.4766,3842957.126,4,3,1,2
5416,0,749675.4552,3844241.787,3,3,1,1
5417,0,733464.9906,3849194.201,1,1,1,2
5418,0,729853.3593,3852785.272,1,2,1,3
5419,0,745611.5237,3846595.914,1,2,1,2
5420,0,733701.5855,3844018.354,4,5,2,3
5421,0,740580.8641,3840864.425,1,1,1,2
5422,0,738481.4469,3841747.558,10,1,2,2
5423,0,735511.5005,3845186.609,4,2,1,3
5424,0,749812.082,3850159.552,10,2,1,3
5425,0,730251.2317,3846060.302,10,5,1,3
5426,0,752391.0213,3853295.921,3,3,1,3
5427,0,741389.0072,3855274.45,4,1,1,3
5428,0,750601.6472,3853129.809,1,2,1,3
5429,0,730232.3006,3852369.267,1,2,2,3
5430,0,731057.8078,3846767.761,8,4,1,2
5431,0,735533.5528,3841672.199,3,5,1,3
5432,0,749783.5465,3853184.93,1,2,1,2
5433,0,749586.5192,3845726.217,4,3,1,2
5434,0,728979.7413,3855036.181,9,5,2,2
5435,0,741157.9845,3849321.378,10,1,1,3
5436,0,752934.4719,3853403.271,1,3,1,3
5437,0,734523.3779,3848263.841,1,2,1,2
5438,0,737620.8192,3848549.429,10,4,1,2
5439,0,730325.586,3842189.264,4,5,1,3
5440,0,726848.5403,3839599.099,10,4,2,3
5441,0,748173.1963,3855593.126,4,2,1,2
5442,0,751287.9377,3848608.589,3,1,1,3
5443,0,745810.1609,3843875.331,3,3,1,1
5444,0,731049.6611,3852060.577,4,1,1,3
5445,0,756547.7285,3848418.076,1,1,1,2
5446,0,748067.6319,3852623.434,1,2,1,2
5447,0,752692.1687,3855215.056,1,2,2,3
5448,0,748152.6479,3851775.506,14,2,3,2
5449,0,731095.679,3843503.84,4,5,2,3
5450,0,740259.2584,3851192.898,1,1,3,2
5451,0,744775.1544,3846217.93,1,2,2,2
5452,0,738157.3146,3853385.722,13,2,3,2
5453,0,728092.7377,3844075.025,0,3,1,3
5454,0,739868.0808,3849558.151,1,1,1,3
5455,0,735174.7712,3839830.101,4,4,2,3
5456,0,731351.708,3852629.245,4,1,1,2
5457,0,728654.9747,3847057.814,1,5,1,3
5458,0,731820.1823,3840957.062,7,5,1,3
5459,0,754629.6313,3842655.973,4,3,2,2
5460,0,743613.3166,3845607.059,1,2,1,2
5461,0,733572.5293,3854694.685,11,2,1,2
5462,0,747561.1294,3854312.873,3,2,1,2
5463,0,733984.7501,3850014.03,10,4,2,2
5464,0,730319.4152,3852422.478,1,2,1,3
5465,0,742315.8928,3855550.93,3,1,1,2
5466,0,730165.3057,3848881.854,3,5,1,3
5467,0,734157.2086,3855365.251,14,2,1,2
5468,0,733303.0869,3840250.704,10,5,1,3
5469,0,739764.0179,3844874.574,4,2,1,3
5470,0,746927.4631,3840648.79,1,2,1,3
5471,0,751401.3266,3846623.736,1,4,1,2
5472,0,726657.9884,3843175.419,8,5,1,2
5473,0,752428.8721,3849328.902,1,1,1,2
5474,0,746366.4766,3840700.644,3,2,2,1
5475,0,746506.8221,3841820.726,4,3,1,3
5476,0,748250.7173,3841532.331,4,3,1,3
5477,0,727077.9686,3851155.16,6,3,2,2
5478,0,755373.2414,3850444.019,1,3,1,2
5479,0,743493.4127,3841689.212,4,2,1,2
5480,0,730081.9236,3855510.155,1,3,1,3
5481,0,725951.8071,3839140.685,10,4,1,3
5482,0,744320.0062,3843704.826,4,3,1,2
5483,0,750703.3958,3839092.359,4,2,1,3
5484,0,737904.2563,3850729.772,1,1,1,2
5485,0,728168.1333,3846469.232,8,5,1,3
5486,0,746990,3840652.567,4,2,1,2
5487,0,751390.6717,3850314.931,14,2,1,3
5488,0,755252.512,3840590.412,3,3,1,2
5489,0,747721.1091,3853020.672,3,2,1,2
5490,0,741130.4199,3846173.992,3,2,1,2
5491,0,732918.902,3845784.891,4,3,2,3
5492,0,753181.3863,3853065.217,1,3,1,2
5493,0,742991.1519,3849456.923,10,1,1,3
5494,0,752938.4031,3845090.566,3,3,1,2
5495,0,754568.804,3842581.244,4,3,1,3
5496,0,736837.7426,3849398.197,6,4,1,2
5497,0,750187.7581,3853209.275,1,2,1,3
5498,0,753057.6687,3854219.748,1,2,3,3
5499,0,745081.4967,3843900.84,3,3,1,2
5500,0,737980.0928,3839568.216,10,4,1,2
5501,0,746528.3802,3841386.293,3,3,1,1
5502,0,745620.8365,3856376.049,1,1,1,2
5503,0,740345.9906,3852859.398,4,1,1,2
5504,0,753445.2872,3844711.958,4,3,1,1
5505,0,737350.2881,3845467.953,3,2,2,3
5506,0,741464.339,3843687.105,3,2,1,2
5507,0,727273.4966,3855684.32,4,5,1,3
5508,0,753111.6491,3846429.085,1,4,1,2
5509,0,727395.0248,3840487.543,1,5,1,3
